Week Start Date,Category,Value
2020-09-07,recovered_rate,0.11891777575182545
2020-09-14,recovered_rate,0.11596200013270702
2020-09-21,recovered_rate,0.14468925955845727
2020-09-28,recovered_rate,0.11048784734534906
2020-10-05,recovered_rate,0.09945937951073064
2020-10-12,recovered_rate,0.10133378182618455
2020-10-19,recovered_rate,0.1166522922375245
2020-10-26,recovered_rate,0.12225222786690691
2020-11-02,recovered_rate,0.13501236691834478
2020-11-09,recovered_rate,0.15513398340697362
2020-11-16,recovered_rate,0.16338310771606881
2020-11-23,recovered_rate,0.24651417686192661
2020-11-30,recovered_rate,0.23521821441682247
2020-12-07,recovered_rate,0.27131157102989545
2020-12-14,recovered_rate,0.24154931456210732
2020-12-21,recovered_rate,0.20323818832314872
2020-12-28,recovered_rate,0.2191220404978825
2021-01-04,recovered_rate,0.205041503279215
2021-01-11,recovered_rate,0.18529308733344296
2021-01-18,recovered_rate,0.1761772372249048
2021-01-25,recovered_rate,0.1669898410158684
2021-02-01,recovered_rate,0.15125597556200704
2021-02-08,recovered_rate,0.12893561328863554
2021-02-15,recovered_rate,0.09659742819130539
2021-02-22,recovered_rate,0.08719453493569508
2021-03-01,recovered_rate,0.0595434123966432
2021-03-08,recovered_rate,0.034868389475675415
2021-03-15,recovered_rate,0.022753254060076864
2021-03-22,recovered_rate,0.02141291095281618
2021-03-29,recovered_rate,0.02584911489821856
2021-04-05,recovered_rate,0.02329383391196132
2021-04-12,recovered_rate,0.02194776097167732
2021-04-19,recovered_rate,0.019730838478423506
2021-04-26,recovered_rate,0.016816109591029797
2021-05-03,recovered_rate,0.01303460191572991
2021-05-10,recovered_rate,0.007258205186338808
2021-05-17,recovered_rate,0.005882836957750465
2021-05-24,recovered_rate,-0.028231950360403837
2021-05-31,recovered_rate,0.03540759707206987
2021-06-07,recovered_rate,0.0032754057967238496
2021-06-14,recovered_rate,0.002437159143907231
2021-06-21,recovered_rate,0.0009512631310899135
2021-06-28,recovered_rate,0.000942861162968475
2021-07-05,recovered_rate,0.0008623657134890526
2021-07-12,recovered_rate,0.0
